family	genome_group	genome_detail	ictv_genome_values	dictionary_status	source_release	source_url
Pyrstoviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Qinviridae	RNA	RNA virus; ssRNA(-)	ssRNA(-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Quadriviridae	RNA	RNA virus; dsRNA	dsRNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Quambiviridae	RNA	RNA virus; ssRNA(+/-)	ssRNA(+/-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Quasboviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Redondoviridae	DNA	DNA virus; ssDNA(+/-)	ssDNA(+/-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Retroviridae	RT	Reverse-transcribing virus; ssRNA-RT	ssRNA-RT	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Rhabdoviridae	RNA	RNA virus; ssRNA(-)	ssRNA(-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Rhizouliviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Rhodogtaviriformidae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Roniviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Rountreeviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Rudiviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Ruviroviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Saffermanviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Saladoviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Salasmaviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Saparoviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Sarkviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Sarthroviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Satyavativiridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Schitoviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Schizomimiviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Seadebiviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Secoviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Sedoreoviridae	RNA	RNA virus; dsRNA	dsRNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Shortaselviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Simuloviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Sinhaliviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Skuldviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Smacoviridae	DNA	DNA virus; ssDNA(+/-)	ssDNA(+/-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Soleiviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Solemoviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Solinviviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Solspiviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Soropartitiviridae	RNA	RNA virus; dsRNA	dsRNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Speroviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Sphaerolipoviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Spiciviridae	RNA	RNA virus; dsRNA	dsRNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Spinareoviridae	RNA	RNA virus; dsRNA	dsRNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Spiraviridae	DNA	DNA virus; ssDNA(+)	ssDNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Splipalmiviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Sputniviroviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Stackebrandtviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Stanwilliamsviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Steigviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Steitzviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Straboviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Sukshmaviridae	DNA	DNA virus; ssDNA(+)	ssDNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Sunviridae	RNA	RNA virus; ssRNA(-)	ssRNA(-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Suolaviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Suoliviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tainaviridae	DNA	DNA virus; ssDNA(+)	ssDNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tectiviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tenebraviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Thalassapleoviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Thaspiviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tinaiviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tobaliviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tobaniviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Togaviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tolecusatellitidae	DNA	DNA virus; ssDNA; ssDNA(+/-); ssDNA(-)	ssDNA; ssDNA(+/-); ssDNA(-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tombusviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tomosaviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tonesaviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tosoviridae	RNA	RNA virus; ssRNA(+/-)	ssRNA(+/-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tospoviridae	RNA	RNA virus; ssRNA(+/-)	ssRNA(+/-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Toyamaviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Trautnerviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Trimbiviridae	RNA	RNA virus; ssRNA(+/-)	ssRNA(+/-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tripviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tristromaviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tulasviridae	RNA	RNA virus; ssRNA(+/-)	ssRNA(+/-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Turriviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Tymoviridae	MIXED	Family-level genome heterogeneity; ssDNA(+/-); ssRNA(+)	ssDNA(+/-); ssRNA(+)	review_required	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Umezonoviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Unambiviridae	RNA	RNA virus; ssRNA(+/-)	ssRNA(+/-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Ungulaviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Usuviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Vandenendeviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Verdandiviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Vertoviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Vilmaviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Vilyaviridae	DNA	DNA virus; ssDNA; ssDNA(+/-)	ssDNA; ssDNA(+/-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Virgaviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Winoviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Wupedeviridae	RNA	RNA virus; ssRNA(-)	ssRNA(-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Xigoviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Xinmoviridae	RNA	RNA virus; ssRNA(-)	ssRNA(-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Yadokariviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Yadonushiviridae	RNA	RNA virus; dsRNA	dsRNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Yamazakiviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Yangangviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Yanlukaviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Yaraviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Yueviridae	RNA	RNA virus; ssRNA(-)	ssRNA(-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Zierdtviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Zimmerviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Zobellviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Kairosviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Kanorauviridae	DNA	DNA virus; ssDNA(+/-)	ssDNA(+/-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Kidogoviridae	DNA	DNA virus; ssDNA(+)	ssDNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Kirkoviridae	DNA	DNA virus; ssDNA(+/-)	ssDNA(+/-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Kitaviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Kleczkowskaviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Kolmioviridae	RNA	RNA virus; ssRNA(-)	ssRNA(-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Konkoviridae	RNA	RNA virus; ssRNA(+/-); ssRNA(-)	ssRNA(+/-); ssRNA(-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Konodaiviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Krittikaviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Kruegerviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Kunpengviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Kyanoviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Lakviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Lebotiviridae	RNA	RNA virus; dsRNA	dsRNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Leishbuviridae	RNA	RNA virus; ssRNA(-)	ssRNA(-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Leisingerviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Liberviridae	DNA	DNA virus; ssDNA(+)	ssDNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Lilleviridae	DNA	DNA virus; ssDNA(+)	ssDNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Lilliviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Lindbergviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Lipothrixviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Lispiviridae	RNA	RNA virus; ssRNA(-)	ssRNA(-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Litenviridae	DNA	DNA virus; ssDNA(+)	ssDNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Litilviridae	DNA	DNA virus; ssDNA(+)	ssDNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Lomiviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Ludisviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Luriaviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Lutetiaviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Lutzviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Madisaviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Madridviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mahapunaviridae	DNA	DNA virus; ssDNA(+/-)	ssDNA(+/-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Malacoherpesviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mamonoviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mariniviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Marnaviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Marseilleviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Matonaviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Matsushitaviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Maviroviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mayoviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mazaviridae	DNA	DNA virus; ssDNA(+)	ssDNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mazoviaviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Medioniviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Megabirnaviridae	RNA	RNA virus; dsRNA	dsRNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Megatotiviridae	RNA	RNA virus; dsRNA	dsRNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mesomimiviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mesoniviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mestraviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mesyanzhinovviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Metaviridae	RT	Reverse-transcribing virus; ssRNA-RT	ssRNA-RT	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Metaxyviridae	DNA	DNA virus; ssDNA(+)	ssDNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mimiviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mitoviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Molycolviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Monocitiviridae	RNA	RNA virus; dsRNA	dsRNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mononiviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mtkvariviridae	DNA	DNA virus; dsDNA	dsDNA	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mycoalphaviridae	RNA	RNA virus; ssRNA(+)	ssRNA(+)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
Mymonaviridae	RNA	RNA virus; ssRNA(-)	ssRNA(-)	reference_mapped	ICTV MSL41.v1 (2025)	https://ictv.global/msl
